CÓDIGO SINIESTRO,FECHA SINIESTRO,HORA SINIESTRO,CLASE SINIESTRO,CANTIDAD DE FALLECIDOS,CANTIDAD DE LESIONADOS,CANTIDAD DE VEHICULOS DAÑADOS,DEPARTAMENTO,PROVINCIA,DISTRITO,ZONA,TIPO DE VÍA,RED VIAL,COD CARRETERA,EXISTE CICLOVÍA,COORDENADAS LATITUD,COORDENADAS  LONGITUD,CONDICIÓN CLIMÁTICA,ZONIFICACIÓN,CARACTERÍSTICAS DE VÍA,PERFIL LONGITUDINAL VÍA,SUPERFICIE DE CALZADA,¿EXISTE SEÑAL VERTICAL?,CLASIFICACIÓN DE LA SEÑAL VERTICAL Nº 1,CLASIFICACIÓN DE LA SEÑAL VERTICAL Nº 2,¿EXISTE SEÑAL HORIZONTAL?,CAUSA FACTOR PRINCIPAL,CAUSA ESPECÍFICA
A-2022-03-184,26/03/2022,07:31,DESPISTE,1,0,1,CUSCO,CANCHIS,SICUANI,URBANA,CARRETERA,NACIONAL,PE-3S,NO,-14.292153543743535,-71.21975426759026,LLUVIOSO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,NO,,,SI,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2022-03-180,26/03/2022,13:40,VOLCADURA,1,0,1,SAN MARTIN,RIOJA,PARDO MIGUEL,RURAL,CARRETERA,NACIONAL,PE-5N,NO,-5.674651,-77.675794,LLUVIOSO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-03-273,26/03/2022,16:30,ATROPELLO,1,0,,LIMA,LIMA,ATE,URBANA,AVENIDA,URBANO,NO CORRESPONDE,,-12.025976610406655,-76.92000324652466,,,,,,,,,,,
A-2022-03-99,26/03/2022,17:10,CHOQUE,2,2,2,PUNO,PUNO,CHUCUITO,RURAL,CARRETERA,NACIONAL,PE-3S,NO,-15.9302331,-69.8740858,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2022-03-108,26/03/2022,20:20,DESPISTE,1,0,1,AREQUIPA,CASTILLA,APLAO,RURAL,CARRETERA,DEPARTAMENTAL,AR-106,NO,-15.99961631325248,-72.47631622169334,DESPEJADO,RURAL,SINUOSA,INCLINADA,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-03-280,26/03/2022,21:00,DESPISTE,1,0,1,PIURA,PAITA,COLAN,RURAL,CARRETERA,DEPARTAMENTAL,PI-101,NO,-4.920059432277141,-81.06372716643473,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2022-03-98,26/03/2022,21:00,CHOQUE,1,0,,CUSCO,QUISPICANCHI,URCOS,RURAL,CARRETERA,NACIONAL,PE-3S,NO,-13.694242768343635,-71.59844714159948,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,NO,,,SI,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2022-03-119,26/03/2022,21:30,CHOQUE,2,2,2,LA LIBERTAD,ASCOPE,CHOCOPE,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-7.776087,-79.251727,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN SENTIDO CONTRARIO
A-2022-03-158,26/03/2022,23:36,CHOQUE,1,1,,CAJAMARCA,CAJAMARCA,CAJAMARCA,URBANA,CARRETERA,NACIONAL,PE-3N,,-7.16543873,-78.50264764,,,,,,,,,,,
A-2022-03-271,26/03/2022,23:50,ATROPELLO FUGA,1,0,,LIMA,LIMA,LURIN,URBANA,CARRETERA,NACIONAL,PE-1S,,-12.2979310064019,-76.8538862432187,,,,,,,,,,,
A-2023-03-76,26/03/2023,02:05,ATROPELLO FUGA,1,0,1,LAMBAYEQUE,CHICLAYO,LAGUNAS,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-6.9934706,-79.6192751,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2023-03-160,26/03/2023,04:00,ATROPELLO FUGA,1,0,,JUNIN,HUANCAYO,PILCOMAYO,URBANA,CARRETERA,NACIONAL,PE-3SB,NO,-12.043244,-75.253751,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2023-03-43,26/03/2023,05:00,CHOQUE,1,0,3,LA LIBERTAD,VIRU,GUADALUPITO,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-8.823747,-78.656478,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2023-03-166,26/03/2023,05:20,ATROPELLO FUGA,1,0,0,AYACUCHO,HUAMANGA,AYACUCHO,URBANA,CARRETERA,NACIONAL,PE-28A,NO,-13.156250362036893,-74.23552026327653,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,REGULADORA (R),PREVENTIVA (P),NO,IMPRUDENCIA DEL PEATÓN,ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2023-03-78,26/03/2023,11:00,ATROPELLO,1,0,1,LAMBAYEQUE,FERREÑAFE,INCAHUASI,RURAL,CARRETERA,DEPARTAMENTAL,LA-103,NO,-6.2959813,-79.4361046,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2023-03-46,26/03/2023,12:10,ATROPELLO,1,0,1,ANCASH,CARHUAZ,MARCARA,URBANA,CARRETERA,VECINAL,AN-770,NO,-9.328548,-77.553482,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,AFIRMADO,,,,,NO IDENTIFICA LA CAUSA,
A-2023-03-62,26/03/2023,14:00,DESPISTE,1,0,1,LA LIBERTAD,TRUJILLO,SIMBAL,RURAL,CARRETERA,DEPARTAMENTAL,LI-105,NO,-7.951816,-78.814501,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,TROCHA,,,,,NO IDENTIFICA LA CAUSA,
A-2023-03-96,26/03/2023,15:30,ATROPELLO FUGA,1,0,0,PUNO,CARABAYA,CRUCERO,RURAL,CARRETERA,NACIONAL,PE-34K,NO,-14.31605971863866,-70.17004524564946,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2023-03-87,26/03/2023,15:50,DESPISTE,1,0,0,ICA,ICA,ICA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-14.0908,-75.743908,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2023-03-47,26/03/2023,19:30,CHOQUE CON OBJETO FIJO,1,0,,PUNO,YUNGUYO,YUNGUYO,RURAL,CARRETERA,DEPARTAMENTAL,PU-130,NO,-16.252993580378597,-69.11768810700775,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2023-03-48,26/03/2023,20:30,ATROPELLO,1,0,,PUNO,PUNO,PICHACANI,RURAL,CARRETERA,NACIONAL,PE-36B,NO,-16.055244,-70.008579,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,CRUCE INDEBIDO POR LA CALZADA
A-2023-03-98,26/03/2023,23:15,CHOQUE,1,1,2,PUNO,SAN ROMAN,JULIACA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-15.515985,-70.123188,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-04-252,26/04/2021,02:00,ATROPELLO FUGA,1,0,0,LIMA,LIMA,SAN MARTIN DE PORRES,URBANA,CARRETERA,NACIONAL,PE-1N,NO,-12.018517,-77.059519,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-04-142,26/04/2021,04:20,DESPISTE,1,2,1,TUMBES,TUMBES,TUMBES,URBANA,CARRETERA,DEPARTAMENTAL,TU-104,NO,-3.580171143202091,-80.44856768971081,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,CONCRETO,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-04-206,26/04/2021,05:40,CHOQUE,1,2,1,JUNIN,HUANCAYO,CHUPURO,RURAL,CARRETERA,DEPARTAMENTAL,JU-110,NO,-12.177069,-75.259884,DESPEJADO,INDUSTRIAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,,
A-2021-04-160,26/04/2021,06:00,DESPISTE,1,0,0,PUNO,EL COLLAO,ILAVE,RURAL,CARRETERA,NACIONAL,PE-38A,NO,-16.28037824,-69.68476687,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,GIRAR IMPRUDENTEMENTE
A-2021-04-229,26/04/2021,06:10,ATROPELLO FUGA,1,0,,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,URBANA,CARRETERA,NACIONAL,PE-1NJ,NO,-6.420400190210845,-79.83478720198148,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-04-310,26/04/2021,07:15,ATROPELLO FUGA,1,0,0,LIMA,LIMA,EL AGUSTINO,RURAL,OTRO,URBANO,NO CORRESPONDE,NO,-12.036416235190407,-77.00151550062228,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,EMPEDRADO,,,,,NO IDENTIFICA LA CAUSA,
A-2021-04-278,26/04/2021,11:00,DESPISTE,1,4,1,AYACUCHO,VICTOR FAJARDO,SARHUA,RURAL,OTRO,URBANO,NO CORRESPONDE,NO,-13.674243,-74.320074,NUBLADO,RURAL,OTRO,INCLINADA,TROCHA,,,,,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR)
A-2021-04-253,26/04/2021,12:00,CHOQUE CON OBJETO FIJO,1,0,,LIMA,LIMA,SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-12.009293,-77.004063,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-04-185,26/04/2021,14:30,ATROPELLO,1,0,1,HUANUCO,LEONCIO PRADO,PUCAYACU,RURAL,CARRETERA,NACIONAL,PE-5N,NO,-8.75173,-76.12151,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-04-254,26/04/2021,18:20,ATROPELLO,1,0,,LIMA,LIMA,LOS OLIVOS,URBANA,CARRETERA,NACIONAL,PE-1N,NO,-12.007427,-77.061738,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN)
A-2021-04-323,26/04/2021,18:20,CHOQUE,1,1,2,SAN MARTIN,HUALLAGA,SACANCHE,RURAL,CARRETERA,NACIONAL,PE-5N,NO,-7.072906374001675,-76.71596313007927,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,NO,,,SI,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-04-255,26/04/2021,19:30,ATROPELLO,1,0,,LIMA,LIMA,SAN JUAN DE LURIGANCHO,URBANA,JIRÓN,URBANO,NO CORRESPONDE,NO,-11.975217,-77.00532,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2021-04-271,26/04/2021,20:15,CHOQUE,1,0,1,PIURA,PAITA,PAITA,,CARRETERA,NACIONAL,PE-02,NO,-5.102095,-81.069194,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-04-256,26/04/2021,23:15,DESPISTE,2,2,,LIMA,LIMA,CHACLACAYO,URBANA,CARRETERA,NACIONAL,PE-22,NO,-11.980851,-76.792388,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2022-04-259,26/04/2022,06:30,ATROPELLO FUGA,1,0,,LIMA,LIMA,LURIGANCHO,URBANA,CARRETERA,NACIONAL,PE-22,,-12.020773,-76.935817,,,,,,,,,,,
A-2022-04-229,26/04/2022,07:30,DESPISTE,1,1,,JUNIN,TARMA,HUASAHUASI,RURAL,CARRETERA,VECINAL,JU-578,,-11.265526651678675,-75.63482927665342,,,,,,,,,,,
A-2022-04-260,26/04/2022,10:20,CHOQUE,1,0,,LIMA,LIMA,SURQUILLO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,,-12.115687,-77.009914,,,,,,,,,,,
A-2022-04-84,26/04/2022,14:30,ATROPELLO,1,0,,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,URBANA,CARRETERA,NACIONAL,PE-1NJ,NO,-6.469726,-79.855742,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,REGULADORA (R),PREVENTIVA (P),NO,NO IDENTIFICA LA CAUSA,
A-2022-04-148,26/04/2022,15:00,CHOQUE,1,1,2,PIURA,PIURA,CATACAOS,RURAL,CARRETERA,NACIONAL,PE-1NK,NO,-5.30587037026959,-80.7009737569852,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-04-80,26/04/2022,23:10,ESPECIAL,1,0,,ICA,PISCO,SAN CLEMENTE,URBANA,OTRO,URBANO,NO CORRESPONDE,NO,-13.671492,-76.153446,DESPEJADO,RESIDENCIAL,OTRO,PLANA ,CONCRETO,,,,,NO IDENTIFICA LA CAUSA,
A-2023-04-177,26/04/2023,16:20,CHOQUE,1,0,2,TACNA,TACNA,LA YARADA LOS PALOS,RURAL,CARRETERA,VECINAL,TA-642,NO,-18.164697,-70.437519,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2023-04-106,26/04/2023,20:30,ATROPELLO,1,0,1,PIURA,PIURA,CATACAOS,URBANA,CARRETERA,NACIONAL,PE-1NK,NO,-5.271774,-80.673656,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2023-04-94,26/04/2023,20:40,CHOQUE,1,0,2,LA LIBERTAD,TRUJILLO,LAREDO,RURAL,CARRETERA,VECINAL,LI-733,NO,-8.092577769753573,-78.9679405032972,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-05-311,26/05/2021,07:00,CHOQUE,1,0,2,LIMA,LIMA,LURIN,URBANA,CARRETERA,NACIONAL,PE-1S,NO,-12.295693338530304,-76.85870128496227,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2021-05-186,26/05/2021,08:30,ATROPELLO,1,0,1,CUSCO,CUSCO,SAYLLA,URBANA,CARRETERA,NACIONAL,PE-3S,NO,-13.5697,-71.8275,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN)
A-2021-05-256,26/05/2021,09:00,DESPISTE,1,2,1,LAMBAYEQUE,LAMBAYEQUE,SALAS,RURAL,CARRETERA,SIN CLASIFICAR,SIN CLASIFICAR,NO,-6.041945,-79.532663,NUBLADO,RURAL,PASE A DESNIVEL,PLANA ,TROCHA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-05-176,26/05/2021,16:00,DESPISTE,1,3,1,CUSCO,URUBAMBA,OLLANTAYTAMBO,RURAL,CARRETERA,NACIONAL,PE-28B,NO,-13.13635,-72.284437,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2022-05-247,26/05/2022,06:00,CHOQUE,1,0,2,PIURA,SULLANA,MARCAVELICA,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-4.857721850190255,-80.73245275661782,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL
A-2022-05-269,26/05/2022,06:30,CHOQUE,1,0,,PIURA,PIURA,CASTILLA,URBANA,CARRETERA,DEPARTAMENTAL,PI-126,NO,-5.18722,-80.6098516,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ADOQUINADO,,,,,IMPRUDENCIA DEL CONDUCTOR,NO ESTABLECER EL DERECHO DE PASO
A-2022-05-118,26/05/2022,08:00,CHOQUE,1,0,,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,RURAL,CARRETERA,DEPARTAMENTAL,LA-111,NO,-6.738707,-79.79274,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-05-264,26/05/2022,09:50,CHOQUE,1,0,,LIMA,LIMA,SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,,-11.963306,-77.008072,,,,,,,,,,,
A-2022-05-100,26/05/2022,11:10,ATROPELLO,1,0,1,AREQUIPA,AREQUIPA,CERRO COLORADO,URBANA,CALLE,URBANO,NO CORRESPONDE,NO,-16.404236,-71.590512,DESPEJADO,RESIDENCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,NO,,,SI,NO IDENTIFICA LA CAUSA,
A-2022-05-253,26/05/2022,19:40,CAÍDA DE PASAJERO,1,0,,JUNIN,HUANCAYO,PUCARA,RURAL,CARRETERA,SIN CLASIFICAR,SIN CLASIFICAR,NO,-12.198919699705572,-75.07859247916672,DESPEJADO,RURAL,SINUOSA,PLANA ,TROCHA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2022-05-239,26/05/2022,23:00,CHOQUE CON OBJETO FIJO,1,0,1,ICA,CHINCHA,EL CARMEN,RURAL,CARRETERA,SIN CLASIFICAR,SIN CLASIFICAR,NO,-13.483962,-76.033743,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,TROCHA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2023-05-107,26/05/2023,08:10,DESPISTE,1,2,,CALLAO,CALLAO,VENTANILLA,URBANA,CARRETERA,NACIONAL,PE-20,,-11.920192,-77.129354,,,,,,,,,,,
A-2023-05-29,26/05/2023,18:40,CHOQUE,1,0,,PUNO,PUNO,PICHACANI,RURAL,CARRETERA,NACIONAL,PE-36B,NO,-15.994118,-70.018,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2023-05-120,26/05/2023,20:50,CHOQUE,1,0,,LIMA,LIMA,PUEBLO LIBRE,URBANA,AVENIDA,URBANO,NO CORRESPONDE,SI,-12.08478289,-77.06448613,DESPEJADO,RESIDENCIAL,SINUOSA,INCLINADA,ASFALTADA,SI,REGULADORA (R),,NO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-05-119,26/05/2023,21:00,CHOQUE,1,0,,LIMA,LIMA,VILLA EL SALVADOR,URBANA,CARRETERA,NACIONAL,PE-1S,NO,-12.229045,-76.968166,DESPEJADO,INDUSTRIAL,CURVA,PLANA ,ASFALTADA,SI,PREVENTIVA (P),,NO,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2023-05-105,26/05/2023,21:50,CHOQUE,1,1,,LORETO,MAYNAS,IQUITOS,URBANA,CALLE,URBANO,NO CORRESPONDE,,-3.7360171,-73.2474853,,,,,,,,,,,
A-2021-06-326,26/06/2021,22:20,ATROPELLO,1,0,1,LAMBAYEQUE,CHICLAYO,PIMENTEL,URBANA,CARRETERA,NACIONAL,PE-1N,NO,-6.752748818246737,-79.86678567443747,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2022-06-81,26/06/2022,05:38,ATROPELLO FUGA,1,0,,LAMBAYEQUE,CHICLAYO,POMALCA,URBANA,CARRETERA,VECINAL,LA-816,NO,-6.770087,-79.778726,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-06-96,26/06/2022,08:00,DESPISTE,2,0,1,LA LIBERTAD,PATAZ,PARCOY,RURAL,CARRETERA,SIN CLASIFICAR,SIN CLASIFICAR,NO,-8.006153756652473,-77.4926367684348,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,AFIRMADO,,,,,NO IDENTIFICA LA CAUSA,
A-2022-06-112,26/06/2022,09:45,CHOQUE,1,0,2,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-18.087743500251914,-70.27674053177542,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,IMPRUDENCIA DEL CONDUCTOR,GIRAR IMPRUDENTEMENTE
A-2022-06-240,26/06/2022,10:00,CHOQUE,1,0,2,JUNIN,CHUPACA,SAN JUAN DE ISCOS,RURAL,CARRETERA,VECINAL,JU-909,NO,-12.103180975361573,-75.27531547056573,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2022-06-256,26/06/2022,10:00,ATROPELLO,1,1,,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,URBANA,JIRÓN,URBANO,NO CORRESPONDE,,-12.585664,-69.199273,,,,,,,,,,,
A-2022-06-152,26/06/2022,17:00,ESPECIAL,1,0,,PIURA,MORROPON,CHULUCANAS,RURAL,CARRETERA,SIN CLASIFICAR,SIN CLASIFICAR,NO,-5.063142,-80.145299,DESPEJADO,RURAL,OTRO,INCLINADA,AFIRMADO,,,,,NO IDENTIFICA LA CAUSA,
A-2022-06-64,26/06/2022,18:30,DESPISTE,1,0,1,CUSCO,CANCHIS,MARANGANI,RURAL,CARRETERA,NACIONAL,PE-3S,NO,-14.395139,-71.134351,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,PREVENTIVA (P),,SI,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2022-06-196,26/06/2022,18:45,ATROPELLO,1,0,,LIMA,LIMA,SAN JUAN DE MIRAFLORES,URBANA,CARRETERA,NACIONAL,PE-1S,NO,-12.175225937648378,-76.97774592276338,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-06-142,26/06/2022,21:10,CHOQUE,1,0,2,LIMA,BARRANCA,PARAMONGA,RURAL,CARRETERA,NACIONAL,PE-16,NO,-10.64214973136169,-77.80167817048151,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-06-255,26/06/2022,21:15,CHOQUE,1,0,,MADRE DE DIOS,TAHUAMANU,TAHUAMANU,RURAL,CARRETERA,NACIONAL,PE-30C,,-11.811876,-69.180757,,,,,,,,,,,
A-2022-06-97,26/06/2022,23:45,CHOQUE,1,0,2,LA LIBERTAD,CHEPEN,PACANGA,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-7.13939,-79.463869,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2023-06-165,26/06/2023,01:30,CHOQUE,1,0,,JUNIN,CHUPACA,SAN JUAN DE JARPA,RURAL,CARRETERA,VECINAL,JU-816,NO,-12.069947,-75.458902,SOLEADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,,
A-2023-06-148,26/06/2023,05:50,CHOQUE,1,0,,LIMA,LIMA,INDEPENDENCIA,URBANA,CARRETERA,NACIONAL,PE-1N,NO,-11.979265,-77.065758,DESPEJADO,COMERCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-07-287,26/07/2021,04:00,DESPISTE,2,1,1,HUANUCO,HUANUCO,HUANUCO,RURAL,CARRETERA,DEPARTAMENTAL,HU-108,NO,-9.865217,-76.18641,DESPEJADO,RURAL,CURVA,INCLINADA,AFIRMADO,,,,,IMPRUDENCIA DEL CONDUCTOR,FATIGA Y/O CANSANCIO
A-2021-07-260,26/07/2021,05:00,ATROPELLO FUGA,1,0,0,LIMA,LIMA,LURIN,URBANA,CARRETERA,NACIONAL,PE-1S,SI,-12.27417798072395,-76.89269725178508,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-07-142,26/07/2021,14:00,CAÍDA DE PASAJERO,1,0,1,ICA,PALPA,RIO GRANDE,RURAL,CARRETERA,DEPARTAMENTAL,IC-109,NO,-14.2133552,-75.0935328,DESPEJADO,RURAL,SINUOSA,PLANA ,TROCHA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-07-140,26/07/2021,18:00,ATROPELLO FUGA,1,0,0,PUNO,PUNO,PICHACANI,RURAL,CARRETERA,NACIONAL,PE-36B,NO,-16.15886424789081,-70.0763590190361,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-07-191,26/07/2021,19:37,DESPISTE,1,0,1,CUSCO,PAUCARTAMBO,KOSÑIPATA,RURAL,CARRETERA,DEPARTAMENTAL,CU-113,NO,-12.9618041157722,-71.4203391968539,LLUVIOSO,RURAL,CURVA,INCLINADA,TROCHA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
